Kalman_Y SetPoint MOTOR ACCEL_Y Gyro_yaw DMP_Y ADJ 
-19.153874150951733 0.01 75.76937075475867 -18.982867722994694 -0.09968623882386743 0.7172670632732423 -4.0 
-19.153874150951733 0.02 75.76937075475867 -18.982867722994694 -0.09968623882386743 0.7317067053249157 -4.0 
-19.153874150951733 0.03 75.76937075475867 -18.982867722994694 -0.09968623882386743 0.7317067053249157 -4.0 
-19.16722980921057 0.04 75.91675969798145 -19.340107933959292 -0.11746836871635623 0.7317067053249157 -4.0 
-19.16722980921057 0.05 75.83614904605285 -19.340107933959292 -0.11746836871635623 0.7317067053249157 -4.0 
-19.16722980921057 0.060000000000000005 75.83614904605285 -19.340107933959292 -0.11746836871635623 0.7392407826534196 -4.0 
-19.159694440284728 0.07 75.75282848863965 -19.143867662675678 -0.11275199855246196 0.7392407826534196 -4.0 
-19.159694440284728 0.08 75.79847220142364 -19.143867662675678 -0.11275199855246196 0.7392407826534196 -4.0 
-19.159694440284728 0.09 75.79847220142364 -19.143867662675678 -0.11275199855246196 0.7392407826534196 -4.0 
-19.159694440284728 0.09999999999999999 75.79847220142364 -19.143867662675678 -0.11275199855246196 0.7537573318799855 -4.0 
-19.15016012582178 0.10999999999999999 75.69398824873882 -19.151550550781298 -0.11174690432664826 0.7537573318799855 -4.0 
-19.15016012582178 0.11999999999999998 75.75080062910891 -19.151550550781298 -0.11174690432664826 0.7537573318799855 -4.0 
-19.15016012582178 0.12999999999999998 75.75080062910891 -19.151550550781298 -0.11174690432664826 0.7621427454986078 -4.0 
-19.16669007983137 0.13999999999999999 75.93349184420715 -19.357461186926727 -0.11102923532811607 0.7621427454986078 -4.0 
-19.16669007983137 0.15 75.83345039915685 -19.357461186926727 -0.11102923532811607 0.7621427454986078 -4.0 
-19.16669007983137 0.16 75.83345039915685 -19.357461186926727 -0.11102923532811607 0.7621427454986078 -4.0 
-19.16669007983137 0.17 75.83345039915685 -19.357461186926727 -0.11102923532811607 0.776577332828166 -4.0 
-19.16983024461587 0.18000000000000002 75.86783033079368 -19.219234478092087 -0.11864409214112817 0.776577332828166 -4.0 
-19.16983024461587 0.19000000000000003 75.84915122307935 -19.219234478092087 -0.11864409214112817 0.776577332828166 -4.0 
-19.16983024461587 0.20000000000000004 75.84915122307935 -19.219234478092087 -0.11864409214112817 0.7850432279317557 -4.0 
-19.16983024461587 0.21000000000000005 75.84915122307935 -19.33642049607917 -0.11864409214112817 0.7850432279317557 -4.0 
-19.183771654454304 0.22000000000000006 76.00255976791783 -19.33642049607917 -0.113301306236081 0.7850432279317557 -4.0 
-19.183771654454304 0.23000000000000007 75.91885827227152 -19.33642049607917 -0.113301306236081 0.7850432279317557 -4.0 
-19.183771654454304 0.24000000000000007 75.91885827227152 -19.33642049607917 -0.113301306236081 0.7998755077779366 -4.0 
-19.19082151093972 0.25000000000000006 75.99666089192851 -19.268971227716918 -0.10970836732445695 0.7998755077779366 -4.0 
-19.19082151093972 0.26000000000000006 75.9541075546986 -19.268971227716918 -0.10970836732445695 0.7998755077779366 -4.0 
-19.19082151093972 0.2700000000000001 75.9541075546986 -19.268971227716918 -0.10970836732445695 0.7998755077779366 -4.0 
-19.19082151093972 0.2800000000000001 75.9541075546986 -19.268971227716918 -0.10970836732445695 0.8082571251275726 -4.0 
-19.198731783841737 0.2900000000000001 76.04078565986367 -19.315427048499036 -0.11560552003906995 0.8082571251275726 -4.0 
-19.198731783841737 0.3000000000000001 75.99365891920868 -19.315427048499036 -0.11560552003906995 0.8082571251275726 -4.0 
-19.198731783841737 0.3100000000000001 75.99365891920868 -19.315427048499036 -0.11560552003906995 0.8240167641299238 -4.0 
-19.19527992233114 0.3200000000000001 75.95541195370478 -19.195428197959576 -0.11035951172433249 0.8240167641299238 -4.0 
-19.19527992233114 0.3300000000000001 75.9763996116557 -19.195428197959576 -0.11035951172433249 0.8240167641299238 -4.0 
-19.19527992233114 0.34000000000000014 75.9763996116557 -19.195428197959576 -0.11035951172433249 0.8240167641299238 -4.0 
-19.19527992233114 0.35000000000000014 75.9763996116557 -19.195428197959576 -0.11035951172433249 0.8323959826886949 -4.0 
-19.18978758593421 0.36000000000000015 75.91521178700283 -19.171725298762023 -0.11500775814056396 0.8323959826886949 -4.0 
-19.18978758593421 0.37000000000000016 75.94893792967105 -19.171725298762023 -0.11500775814056396 0.8323959826886949 -4.0 
-19.18978758593421 0.38000000000000017 75.94893792967105 -19.171725298762023 -0.11500775814056396 0.8480631081677842 -4.0 
-19.18978758593421 0.3900000000000002 75.94893792967105 -19.171725298762023 -0.11500775814056396 0.8480631081677842 -4.0 
-19.20033870946566 0.4000000000000002 76.06488110162461 -19.336725278866172 -0.1159797209065135 0.8480631081677842 -4.0 
-19.20033870946566 0.4100000000000002 76.0016935473283 -19.336725278866172 -0.1159797209065135 0.8480631081677842 -4.0 
-19.20033870946566 0.4200000000000002 76.0016935473283 -19.336725278866172 -0.1159797209065135 0.8565341219118408 -4.0 
-19.207245718076727 0.4300000000000002 76.07830574707928 -19.269338219428683 -0.11349848130854165 0.8565341219118408 -4.0 
-19.207245718076727 0.4400000000000002 76.03622859038364 -19.269338219428683 -0.11349848130854165 0.8565341219118408 -4.0 
-19.207245718076727 0.45000000000000023 76.03622859038364 -19.269338219428683 -0.11349848130854165 0.8565341219118408 -4.0 
-19.207245718076727 0.46000000000000024 76.03622859038364 -19.269338219428683 -0.11349848130854165 0.8721990337370834 -4.0 
-19.221355045883687 0.47000000000000025 76.19366548713367 -19.382065695666295 -0.11889271619843274 0.8721990337370834 -4.0 
-19.221355045883687 0.48000000000000026 76.10677522941843 -19.382065695666295 -0.11889271619843274 0.8721990337370834 -4.0 
-19.221355045883687 0.49000000000000027 76.10677522941843 -19.382065695666295 -0.11889271619843274 0.880572070429102 -4.0 
-19.216465057272046 0.5000000000000002 76.05303708468367 -19.189319148941312 -0.11454105377197266 0.880572070429102 -4.0 
-19.216465057272046 0.5100000000000002 76.08232528636023 -19.189319148941312 -0.11454105377197266 0.880572070429102 -4.0 
-19.216465057272046 0.5200000000000002 76.08232528636023 -19.189319148941312 -0.11454105377197266 0.880572070429102 -4.0 
-19.216465057272046 0.5300000000000002 76.08232528636023 -19.189319148941312 -0.11454105377197266 0.8906028576400286 -4.0 
-19.22372477174916 0.5400000000000003 76.1633014964632 -19.313468181829645 -0.11510034886802115 0.8906028576400286 -4.0 
-19.22372477174916 0.5500000000000003 76.1186238587458 -19.313468181829645 -0.11510034886802115 0.8906028576400286 -4.0 
-19.22372477174916 0.5600000000000003 76.1186238587458 -19.313468181829645 -0.11510034886802115 0.9076081330655743 -4.0 
